Id,SalePrice,fold,y_log,pred_log,resid_log
1,208500.0,1,12.24769911637256,12.221993161566783,0.025705954805777864
2,181500.0,0,12.109016442313738,12.087929147041054,0.02108729527268416
3,223500.0,0,12.317171167298682,12.26600278562135,0.051168381677332064
4,140000.0,2,11.849404844423074,12.065582043947149,-0.21617719952407555
5,250000.0,3,12.429220196836383,12.581440257365394,-0.15222006052901094
6,143000.0,1,11.870606902224587,11.945735104290765,-0.07512820206617832
7,307000.0,0,12.634606283893019,12.54081364559913,0.0937926382938894
8,200000.0,1,12.206077645517674,12.346391127308264,-0.14031348179059044
9,129900.0,3,11.774527900858468,11.789840448500156,-0.015312547641688212
10,118000.0,4,11.678448377988165,11.748078051279386,-0.06962967329122094
11,129500.0,3,11.771443882099637,11.726526665740895,0.04491721635874235
12,345000.0,0,12.75130259456002,12.827950140490215,-0.07664754593019474
13,144000.0,1,11.87757552297847,11.750981689774619,0.12659383320385054
14,279500.0,3,12.540761149388421,12.275521213375463,0.2652399360129589
15,157000.0,0,11.964007453736912,11.973291211522156,-0.009283757785244262
16,132000.0,2,11.790564777297387,11.748354722493525,0.04221005480386175
17,149000.0,4,11.91170829631447,11.934789745228882,-0.023081448914410885
18,90000.0,4,11.407576060361786,11.587895604248917,-0.18031954388713167
19,159000.0,2,11.976665770490767,11.934424276959856,0.042241493530911
20,139000.0,1,11.842236406331555,11.68913543182632,0.15310097450523408
21,325300.0,2,12.692506186542177,12.708556425901005,-0.016050239358827767
22,139400.0,0,11.845109950883979,11.779276059834704,0.06583389104927484
23,230000.0,1,12.345838935721968,12.32847717564061,0.017361760081357147
24,129900.0,3,11.774527900858468,11.836234777325634,-0.06170687646716644
25,154000.0,0,11.944714374881176,11.938774170813998,0.005940204067178101
26,256300.0,4,12.454107814022272,12.447689099836177,0.006418714186095187
27,134800.0,2,11.811554895830454,11.806358744608263,0.005196151222191858
28,306000.0,2,12.631343648903034,12.566418736130787,0.06492491277224666
29,207500.0,1,12.242891437918386,12.109410247992,0.13348118992638547
30,68500.0,1,11.134603622683905,11.109875076456705,0.0247285462272
31,40000.0,2,10.596659732783579,11.42337119632327,-0.8267114635396915
32,149350.0,4,11.914054519303125,11.874655984300185,0.039398535002939994
33,179900.0,0,12.100161978566867,12.16743307413758,-0.06727109557071387
34,165500.0,1,12.016732516077072,12.024779115265497,-0.008046599188425319
35,277500.0,3,12.533579815765737,12.598836223974057,-0.06525640820832024
36,309000.0,2,12.6410997921206,12.606947424042533,0.03415236807806821
37,145000.0,0,11.884495917930655,11.896606453676768,-0.012110535746112205
38,153000.0,2,11.938199736300925,11.949279779470997,-0.011080043170071718
39,109000.0,2,11.599112335481124,11.792561005535408,-0.19344867005428412
40,82000.0,3,11.314486721293981,11.326466206776638,-0.011979485482656926
41,160000.0,3,11.982935344196433,11.8354505651818,0.14748477901463275
42,170000.0,3,12.04355959836804,12.120497567249924,-0.07693796888188409
43,144000.0,2,11.87757552297847,11.902522874184001,-0.024947351205531376
44,130250.0,0,11.777218637129327,11.779363140348872,-0.0021445032195455127
45,141000.0,2,11.856522261533737,11.849308917048592,0.007213344485144546
46,319900.0,1,12.675766851909591,12.54773141723736,0.12803543467223122
47,239686.0,1,12.387089184491993,12.443354906846094,-0.056265722354101655
48,249700.0,4,12.428019481065613,12.430340219546302,-0.002320738480689144
49,113000.0,4,11.635151947212842,11.507368572154382,0.12778337505845982
50,127000.0,0,11.751950239425476,11.74289528182587,0.009054957599605729
51,177000.0,1,12.083910661257521,12.097918524872078,-0.014007863614557081
52,114500.0,0,11.648338835562747,11.641999294485977,0.006339541076769706
53,110000.0,4,11.608244735642321,11.60401724021493,0.004227495427391759
54,385000.0,4,12.861001210669146,12.799985558253516,0.06101565241563023
55,130000.0,0,11.775297421715827,11.700571811138897,0.07472561057693028
56,180500.0,3,12.103491596905931,11.986421948805102,0.11706964810082887
57,172500.0,4,12.058158312538197,12.328279881364885,-0.2701215688266885
58,196500.0,3,12.188422799337028,12.166974088979666,0.021448710357361733
59,438780.0,2,12.991755706536901,13.067691491068556,-0.07593578453165506
60,124900.0,2,11.735276702486741,11.706413251275897,0.028863451210844104
61,158000.0,1,11.970356641102999,12.061676717042475,-0.09132007593947655
62,101000.0,1,11.522885696764481,11.530829863715852,-0.007944166951370235
63,202500.0,1,12.218500103788143,12.24933573519264,-0.03083563140449641
64,140000.0,4,11.849404844423074,11.862705529803481,-0.013300685380407629
65,219500.0,1,12.299112067295642,12.348172905816572,-0.049060838520929906
66,317000.0,3,12.666660207428574,12.548594153438007,0.11806605399056735
67,180000.0,1,12.100717685412471,12.418140659792636,-0.31742297438016465
68,226000.0,1,12.328294703023394,12.25880393219911,0.06949077082428445
69,80000.0,2,11.289794413577894,11.276073436818379,0.013720976759515224
70,225000.0,0,12.323860125621126,12.30855769507713,0.015302430543995271
71,244000.0,4,12.404927602627597,12.61891469104464,-0.21398708841704384
72,129500.0,4,11.771443882099637,11.739712959687822,0.031730922411815854
73,185000.0,4,12.128116509451258,12.16413316480483,-0.03601665535357235
74,144900.0,0,11.88380602959621,11.86701322549876,0.016792804097450542
75,107400.0,3,11.58432477200052,11.60166308704339,-0.017338315042870533
76,91000.0,1,11.418625774449596,11.456557385737439,-0.03793161128784206
77,135750.0,0,11.818577604251555,11.677529887482244,0.14104771676931094
78,127000.0,0,11.751950239425476,11.692953796191869,0.058996443233606755
79,136500.0,0,11.824087219587643,11.722738874688288,0.10134834489935507
80,110000.0,2,11.608244735642321,11.597396013356825,0.010848722285496493
81,193500.0,4,12.173037959397275,12.19692453183624,-0.023886572438964748
82,153500.0,1,11.941462360646149,12.039903188127166,-0.09844082748101712
83,245000.0,0,12.409017571151187,12.352045914137669,0.05697165701351814
84,126500.0,2,11.748005492256807,11.710393836915857,0.03761165534094957
85,168500.0,0,12.034696963475044,12.038336269402935,-0.003639305927890746
86,260000.0,1,12.468440756144114,12.473877390554973,-0.005436634410859398
87,174000.0,4,12.066816325306588,12.065426162324254,0.0013901629823340755
88,164500.0,3,12.010671928196443,12.017424500063271,-0.006752571866828205
89,85000.0,1,11.350418300109132,10.940882690538837,0.40953560957029467
90,123600.0,0,11.724813914587886,11.722612066535728,0.002201848052157729
