Id,y_log,pred_log,resid_log,fold
1,12.24769911637256,12.205199092759301,0.04250002361325933,1
2,12.109016442313738,12.102764964808058,0.006251477505680114,0
3,12.317171167298682,12.27740939036929,0.03976177692939231,0
4,11.849404844423074,12.066151638560559,-0.2167467941374852,2
5,12.429220196836383,12.573083943675222,-0.1438637468388393,3
6,11.870606902224587,11.943951970868444,-0.07334506864385659,1
7,12.634606283893019,12.51858742304577,0.11601886084724988,0
8,12.206077645517674,12.328880578250532,-0.12280293273285814,1
9,11.774527900858468,11.8086585568994,-0.034130656040932905,3
10,11.678448377988165,11.792332573314216,-0.11388419532605099,4
11,11.771443882099637,11.716459474317363,0.05498440778227476,3
12,12.75130259456002,12.828938553443315,-0.07763595888329533,0
13,11.87757552297847,11.752481216811645,0.12509430616682415,1
14,12.540761149388421,12.288812246333379,0.2519489030550428,3
15,11.964007453736912,11.957831830136232,0.0061756236006793586,0
16,11.790564777297387,11.771319368752026,0.01924540854536083,2
17,11.91170829631447,11.907426410793276,0.004281885521194795,4
18,11.407576060361786,11.612993377949902,-0.20541731758811643,4
19,11.976665770490767,11.944155242792617,0.03251052769815033,2
20,11.842236406331555,11.67467804712277,0.16755835920878503,1
21,12.692506186542177,12.725389799912517,-0.032883613370339404,2
22,11.845109950883979,11.765487288006572,0.07962266287740682,0
23,12.345838935721968,12.387842301623346,-0.042003365901377876,1
24,11.774527900858468,11.828812317527861,-0.05428441666939321,3
25,11.944714374881176,11.930361054334838,0.014353320546337756,0
26,12.454107814022272,12.436228035910807,0.017879778111465683,4
27,11.811554895830454,11.815989255979453,-0.004434360148998451,2
28,12.631343648903034,12.587794318452437,0.04354933045059717,2
29,12.242891437918386,12.087970582875625,0.15492085504276076,1
30,11.134603622683905,11.119897001188203,0.014706621495701455,1
31,10.596659732783579,11.403064133176423,-0.8064044003928448,2
32,11.914054519303125,11.872697562052986,0.041356957250139104,4
33,12.100161978566867,12.164977906670961,-0.06481592810409431,0
34,12.016732516077072,12.021653033732393,-0.004920517655321532,1
35,12.533579815765737,12.576305661743078,-0.042725845977340526,3
36,12.6410997921206,12.602854553319688,0.03824523880091313,2
37,11.884495917930655,11.90037340778227,-0.015877489851614968,0
38,11.938199736300925,11.942369917614586,-0.004170181313661203,2
39,11.599112335481124,11.80113276430032,-0.20202042881919624,2
40,11.314486721293981,11.328658229007484,-0.014171507713502507,3
41,11.982935344196433,11.814591305390108,0.16834403880632465,3
42,12.04355959836804,12.11901756287678,-0.07545796450873965,3
43,11.87757552297847,11.93392055438811,-0.056345031409639645,2
44,11.777218637129327,11.792629128748791,-0.015410491619464395,0
45,11.856522261533737,11.848934809805163,0.007587451728573669,2
46,12.675766851909591,12.575467405836362,0.1002994460732296,1
47,12.387089184491993,12.446208806338992,-0.05911962184699959,1
48,12.428019481065613,12.42096968205585,0.0070497990097635466,4
