Id,pred_log
1,12.232388120873557
2,12.17647582165548
3,12.280105681810797
4,12.127488616068801
5,12.65068641662719
6,11.937642561687472
7,12.585462394633566
8,12.31434572171926
9,11.91230106888267
10,11.75927042368854
11,11.775474100112618
12,12.753247499788428
13,11.780157143025082
14,12.245463017781368
15,11.950323635738368
16,11.80230479674759
17,11.9102511186824
18,11.554788332829109
19,11.90462435497586
20,11.763356181406538
21,12.69354158816071
22,11.67215083650905
23,12.35919567598142
24,11.819284740571543
25,11.861282932931594
26,12.43162970365356
27,11.805471867018147
28,12.595771643352165
29,12.045395303847442
30,11.237467315142997
31,11.376302991618106
32,11.843657350393878
33,12.138583684480132
34,12.025187968308234
35,12.575496288853559
36,12.65136874975409
37,11.873882707551006
38,11.917350312850216
39,11.839027761315865
40,11.319307000183397
41,11.924065495151579
42,12.104388090944685
43,11.864528132273866
44,11.80440807913282
45,11.825476676873773
46,12.554668115638451
47,12.496652261739825
48,12.376375970939552
49,11.545926813606437
50,11.723455503253888
51,12.101188894548304
52,11.623163933122907
53,11.419904220024554
54,12.838094347301714
55,11.732092237266203
56,11.956594191272083
57,12.282621647106046
58,12.177854843002397
59,13.046997893200944
60,11.670411614472462
61,12.067367839382182
62,11.405577638088989
63,12.2921977729246
64,11.887810714195679
65,12.349465791312467
66,12.604866483808129
67,12.444749555744536
68,12.258884294302892
69,11.233609843277655
70,12.403882401516228
71,12.597867787313419
72,11.730094992618728
73,12.14490353703682
74,11.869145833310284
75,11.529506714619714
76,11.358464907620387
77,11.696230747826531
78,11.71785817917039
79,11.771924380157124
80,11.694903107129274
81,12.162726546117671
82,12.055834623553892
83,12.345565586551707
84,11.80716708902464
85,12.030867347599644
86,12.534293748463305
87,12.0960805690449
88,11.985636521595431
89,11.022197919721476
90,11.735956040322346
91,11.502362872527277
92,11.656445046922926
93,11.808166764785916
94,12.04953519938172
95,12.241998952823318
96,12.06028184304568
97,12.319493177307251
98,11.704870880357696
99,11.302674987527377
100,11.771948427832612
101,12.299720770111515
102,12.038732122513306
103,11.673234713057473
104,12.164035963098122
105,11.829448997377797
106,12.406212598745121
107,11.372029823480856
108,11.365342366354724
109,11.62818643660222
110,12.191892111071004
111,11.8006859533017
112,12.023443544923904
113,12.657974099696622
114,12.353490782908548
115,12.301401465231972
116,12.029204028303818
117,11.7579641348544
118,11.784829233059357
119,12.749374038678203
120,12.040882537022775
121,12.021119733270774
122,11.423512884888869
123,11.87066584850982
124,11.997887233980501
125,12.091201991103842
126,11.286814107715875
127,11.826949245090168
128,11.394798375014268
129,11.922571490988467
130,11.906161202588487
131,12.307131437554668
132,12.28726436197349
133,11.884658796120688
134,12.250775710507147
135,12.045882102736517
136,12.116404366905295
137,11.915344243408523
138,12.304896790548243
139,12.385863554675229
140,12.201948630220564
141,11.539052611590993
142,12.425624530721874
143,11.724026398376079
144,12.286741312823086
145,11.823520112039075
146,11.843880722700384
147,11.604059838278854
148,12.314546885319096
149,11.96030013577235
150,11.617729476023408
151,11.844713818396592
152,12.709402001335054
153,12.110337368497174
154,12.1999083597559
155,11.60102781536877
156,11.32616336273475
157,11.549636485035899
158,12.442110873006575
159,12.389457239961716
160,12.494730066531746
161,12.021471436286124
162,12.91084590629818
163,12.378448611378845
164,11.386901762472139
165,11.847930188249206
166,11.720946536109581
167,12.107492861725804
168,12.790171128476105
169,12.185914751315707
170,12.387181848169957
171,11.637412113881451
172,12.125674432164638
173,12.216335529250925
174,11.931371422205903
175,12.209336101076525
176,12.181913457439423
177,12.23106622574781
178,11.942916617982545
179,13.04759511239286
180,11.630437942798475
181,12.064087894564842
182,12.103857925571651
183,11.70875080537705
184,12.211465253562205
185,11.719852247948568
186,12.7627703950325
187,12.041086787024625
188,11.70765351328667
189,11.929768105201955
190,12.463990711333162
191,12.557747911096792
192,12.045124389559202
193,12.194410236409471
194,11.960440485316466
195,11.713104567379498
196,11.917787082486619
197,12.605432831412015
198,12.633951668637957
199,11.755391407780506
200,12.59130218696974
201,11.843099672472094
202,12.031177685634388
203,11.70818171512868
204,11.864863537819456
205,11.591683790785426
206,12.101028941256581
207,11.80523327529672
208,11.852973698467022
209,12.374435885928275
210,11.926250273454832
211,11.427383175819669
212,11.990296891078863
213,12.422005659273266
214,11.899165348029662
215,11.96607879229605
216,11.868855286536904
217,12.188387439917548
218,11.307987843495056
219,12.419993725651356
220,12.041479632879703
221,12.221991362360384
222,12.283987189960214
223,12.081845139021834
224,11.760060951942249
225,13.038007977783112
226,11.548653762340392
227,12.496228642130006
228,11.454550429063907
229,11.707052064624726
230,12.171791397233937
231,11.84745730486845
232,12.762759567063272
233,11.413627918991894
234,11.815796927094224
235,12.234232695603698
236,11.374019603230163
237,12.147926289491897
238,12.257615692990012
239,12.409856308465493
240,11.758843602606762
241,12.532905295810979
242,11.548876758252453
243,11.392426972250336
244,11.8327844120214
245,12.349155350236165
246,12.29303246413582
247,11.807315676877836
248,11.822883926829638
249,12.151110968210778
250,12.493346377910168
251,11.313567719972264
252,12.629328121083352
253,12.0448017569341
254,12.005173805347493
255,11.91170829357328
256,12.299377909969255
257,12.213027006567842
258,12.406060827239402
259,12.271275250099684
260,11.467765503378269
261,12.074469068770691
262,12.725867240403193
263,11.910631603898414
264,11.682119710236737
265,11.447796501037697
266,12.098106231537525
267,12.119906247472562
268,12.035705744407563
269,11.575890573137722
270,11.928460788374025
271,12.421882527951245
272,12.287764122867737
273,12.533269651449979
274,11.984846759460341
275,11.746459632292225
276,12.034238088703958
277,12.206231946014253
278,11.581709514402302
279,12.868720704806506
280,12.307913274041875
281,12.27752301766186
282,12.167319459663831
283,12.315126717044135
284,12.394987425624151
285,12.116695806149538
286,11.974558959781294
287,12.09384362510973
288,11.51287976575893
289,11.669050227214811
290,11.811767223836195
291,12.478106987875094
292,11.75982358969897
293,11.796956657481722
294,12.406666304564745
295,11.95646498879496
296,11.874710063515293
297,11.752370396894218
298,12.311552219663039
299,12.086246051700343
300,11.980086772561274
301,11.986677820861857
302,12.478130328479837
303,12.359271585230122
304,11.83955639708905
305,12.693605853597692
306,12.680010486071804
307,12.379063183651779
308,11.563014129251211
309,11.618650113379761
310,12.764378069385959
311,12.112089548572664
312,11.82697942646726
313,11.774718479826074
314,12.54894353396955
315,12.003289292601988
316,12.104856580215268
317,12.35755088750759
318,12.466425218827771
319,12.663733019405319
320,12.165182338752986
321,12.94341441075807
322,12.676078980072884
323,12.509674397204114
324,11.737435555615171
325,12.414611086618644
326,11.352457174704718
327,12.603750246313687
328,11.905313756636966
329,12.081218590957608
330,11.187876558939308
331,11.861018893947735
332,11.799462301548692
333,12.808196773137274
334,12.22787945429746
335,12.160422243091103
336,12.20658487814106
337,12.893517762601189
338,12.306198933074224
339,12.26093209226805
340,11.912347120827006
341,12.285466720799102
342,11.431548221393601
343,11.41690382133517
344,12.53533401280021
345,11.333032447685222
346,11.793899805324786
347,11.811643936066902
348,12.065855292820489
349,12.127981500368582
350,13.096663811698264
351,12.573545604919548
352,12.248233851157686
353,11.432564845675453
354,11.515351158497026
355,11.903127204179215
356,12.10438524914318
357,12.036677066606687
358,11.807995671911865
359,11.901568769674894
360,12.574667430871662
361,11.878434100780341
362,11.858198012931009
363,11.908865743570994
364,11.57360222493751
365,12.160016887881376
366,11.62819986202309
367,12.022801416537327
368,11.967378513156302
369,11.836637532271913
370,11.978853486710285
371,12.092472643144857
372,11.736528901429404
373,11.755892874473373
374,11.7829634616371
375,12.217312825449442
376,11.007545734974604
377,11.804003815300884
378,12.539238978055653
379,12.814175356128848
380,12.125055212576868
381,11.876527862407197
382,12.252740132794992
383,12.242145673992004
384,11.369525455780058
385,12.430761221478795
386,12.078749615277351
387,11.216259699349928
388,11.813409456746799
389,12.179845805608856
390,13.00530237572074
391,11.709303742310427
392,12.240142197355743
393,11.574026312688211
394,11.320208235823692
395,11.524005282993185
396,11.755699152233476
397,11.755212933741337
398,11.92618217338146
399,11.318757546982333
400,12.275071890887288
401,12.216627335568093
402,12.132926092348258
403,11.47504575765913
404,12.500659006767346
405,12.1002313371349
406,11.937648284944387
407,11.713753345701463
408,12.038412808299492
409,12.504872818935425
410,12.578621174222386
411,11.577727121201127
412,11.89690592341403
413,12.368944576573165
414,11.556563264533004
415,12.33852939123967
416,12.159590327426955
417,11.943675115841069
418,12.438960429349057
419,11.532212463167031
420,11.81746299791573
421,12.102239243916031
422,12.256757033918653
423,11.670036173130523
424,12.736881174101114
425,11.866533977048173
426,11.802253865720031
427,12.38475822028129
428,11.662688081116748
429,12.165310166640282
430,12.096965740988276
431,11.476170975726262
432,11.62926620947114
433,11.752136855165928
434,12.078324667826532
435,11.269616711118038
436,12.22512023859986
437,11.548953779075836
438,11.626275390171696
439,11.454623227737041
440,11.81791556242536
441,13.111495819338247
442,11.627336381284197
443,11.895283812121045
444,12.133837170947999
445,12.28322931801064
446,11.843962065325892
447,12.240194993938205
448,12.252118321861671
449,11.680875289371356
450,11.631006260769094
451,11.577181830341482
452,12.335433669353025
453,12.204039657250094
454,12.23361400290724
455,11.970693113975095
456,11.922681628032272
457,11.351821916799315
458,12.23445442339986
459,11.91546956076751
460,11.593409680325546
461,12.372319602177638
462,11.927246889846481
463,11.702774830951705
464,12.106090388896495
465,11.724234953328919
466,12.091587758547355
467,11.982013476833199
468,11.924738964851256
469,12.459308565349534
470,12.122494118908607
471,12.341534231831693
472,12.161769752300607
473,11.817359100473034
474,12.814703877182481
475,12.499223309506284
476,11.841721111757698
477,12.239063533518202
478,12.916184626318367
479,12.644020940502338
480,11.685884925091697
481,12.833763647267261
482,12.764183150535512
483,12.04230236227167
484,11.974237824307387
485,11.78076459442162
486,11.85720849564687
487,11.878999943494197
488,12.095441102865184
489,11.674868746357147
490,11.486107645632712
491,11.512003108463606
492,11.891482353131149
493,12.072466797721594
494,11.883250162117971
495,11.529600763373816
496,11.056284111021535
497,12.858196726328899
498,12.013042810062686
499,11.782404677968403
500,11.75714899901626
501,11.631631564155938
502,12.323427534426195
503,11.853240204745703
504,12.48802768263352
505,11.871018311399606
506,11.673676354884208
507,12.248387177440424
508,12.118610568351768
509,11.890512606619122
510,11.8656540356831
511,11.975624235462421
512,12.148159433363627
513,11.704474351272237
514,11.894525241638974
515,11.465614907483328
516,12.988246550828793
517,12.081194406822277
518,12.530283116816413
519,12.168620223029613
520,12.40037215951262
521,11.27074404756296
522,11.935998470513137
523,11.978875451981539
525,12.591754430190544
526,12.157168236620187
527,11.748603366280351
528,13.027659691886468
529,11.324004393603598
530,12.418520641512405
531,12.155999154430683
532,11.82655565801494
533,11.550857049306162
534,10.996038614300438
535,12.12323882538881
536,11.895850187750089
537,12.18327864732637
538,11.776043607655954
539,11.861648428402637
540,12.438437733179992
541,12.81337121770476
542,12.47216837362027
543,12.276583450477366
544,11.816210532286206
545,12.182647026387787
546,12.340575868366674
547,12.040300340328555
548,11.800820556497989
549,11.719243615845992
550,12.424437864329127
551,11.830876816137282
552,11.6291291787949
553,12.466374102056275
554,11.609116307708536
555,12.44364530777894
556,11.630960002885546
557,11.905754208362035
558,11.623714978751233
559,12.158713500009641
560,12.163157018001257
561,11.943385608743517
562,12.020349978542663
563,11.677373136039463
564,12.063662932629068
565,12.48325058715246
566,11.704736958374673
567,12.737524744485613
568,12.229531840816351
569,12.570400516247155
570,11.85651202623831
571,11.85202210403792
572,11.708392328731293
573,12.329802538940632
574,12.011312285391869
575,11.72098606036557
576,11.65126560694292
577,11.875523097760157
578,11.94035973101535
579,12.039675631126093
580,11.692211107365688
581,12.064209936915855
582,12.827455217396535
583,11.69149822015332
584,12.817855844768145
585,11.843372291717774
586,12.771337496088448
587,11.712246765641073
588,11.792304514470002
589,12.252891621764432
590,11.602821908379372
591,12.12910331621719
592,13.080644846448761
593,11.870416963781622
594,11.881362302038909
595,11.687601558223463
596,12.697769303304291
597,11.654445384007204
598,12.107479486665234
599,12.161618055891259
600,11.967449273507214
601,12.496148230895407
602,11.76312689517102
603,12.329048407078352
604,11.932816411731128
605,12.270704823509865
606,12.152151936050219
607,11.893238489784407
608,11.97823433006439
609,12.71927712961599
610,11.715221310771357
611,12.69081842482639
612,12.025375571758369
613,12.457955455246186
614,11.537116910117936
615,11.284628039704753
616,11.890318084832122
617,12.121467381349568
618,11.674876041322747
619,12.616408304619249
620,12.716754764981681
621,11.05062524306661
622,12.420526084343114
623,11.731463027686932
624,12.0838193038877
625,12.053563864600328
626,11.889240165124846
627,11.758003752415346
628,11.999433917016324
629,12.094340046348526
630,12.016127888432585
631,11.74416008587296
632,12.391022844132877
633,12.069053267894018
634,11.839640572043276
635,11.750411647954856
636,12.219973811312828
637,10.83218612354937
638,11.580218945404708
639,11.491839434761665
640,12.502377641706062
641,12.591662825994012
642,12.414100807311758
643,12.761859601412937
644,11.95599727205473
645,12.793551118941327
646,11.83501310647069
647,11.587124324228387
648,11.895888097858437
649,11.978040525857553
650,11.204864208960887
651,12.205332003905355
652,11.629259056307749
653,12.156336439503965
